match_id,first_to_serve,home_team_seed,away_team_seed,custom_id,winner_code,default_period_count,start_datetime,match_slug,final_result_only
11699235,,4,A,CWxscHhb,1,3,1696169100,weis-domingues,FALSE
11699236,,,10,aODsJgMb,2,3,1696150800,forti-fanselow,FALSE
11699237,,,,cmGbsUgMc,2,3,1696147200,rae-pohjola,FALSE
11699238,,,,nLLcslFdd,1,3,1696147200,roe-flannelly-blackbeard,FALSE
11699239,,,,TCXbsiMKd,2,3,1696147200,mustafin-ichikawa,FALSE
11699240,,,,HjDdsjMWd,1,3,1696147200,ganesh-haddad,FALSE
11699241,,2,,YyqbstLLc,2,3,1696155600,faria-stodder,FALSE
11699242,,,,mcGdsHPLd,1,3,1696147200,goerdes-beldiman,FALSE
11699243,,,16,TlDdsTyLd,2,3,1696147200,cervenak-laborde,FALSE
11699244,,,,teedsvxud,2,3,1696147200,volkov-lanciaprima,FALSE
11699245,,,,YdmcsHQEc,2,3,1696147200,remander-osabuohien,FALSE
11699246,,,11,PeZcsEdhd,2,3,1696147200,ferreira-wortsman-villoslada,FALSE
11699247,,,,bKndsdFTd,1,3,1696147200,bruns-piana,FALSE
11699248,,,,ACtcsQCtc,1,3,1696147200,kouni-krattiger,FALSE
11699249,,,,UNldsHCUd,2,3,1696154400,schoen-ben-aba,FALSE
11699250,,,WC,zypsUoLc,1,3,1696147200,tremblay-nesterov,FALSE
11699251,,6,,vIIcsEQjd,1,3,1696147200,orlov-mora-clement,FALSE
11699252,,,,XPfdskCld,2,3,1696147200,toman-venturini,FALSE
11699253,,,,BJtdsFiId,1,3,1696154400,gombitova-tahiri,FALSE
11699254,,,,VePdsGtXd,1,3,1696147200,zorn-syrtveit,FALSE
11699255,,,,QegdsDiId,2,3,1696156200,gombitova-longueville,FALSE
11699256,,,,qEhbsQJed,1,3,1696147200,onofrei-umeoka,FALSE
11699257,,8,,NutdsvItd,1,3,1696147200,schipor-philibert,FALSE
11699258,,,,QzTbsmVId,1,3,1696147200,nav-sakka,FALSE
11699259,,,,HbadsbmQd,1,3,1696147200,chambonniere-schaer,FALSE
11699260,,,9,MhfcskQGc,2,3,1696147200,allen-oliver-moratalla,FALSE
11699261,,,,AtmcsNegd,2,3,1696147200,fedeli-bossi,FALSE
11699262,,7,,zvidsqnpd,1,3,1696147200,panaras-mezouar,FALSE
11699263,,,15,QEqdsNkvd,2,3,1696147200,larue-kalina,FALSE
11699264,,,13,GWAbsTtOb,1,3,1696154400,ki-lung-ng-makhlouf,FALSE
11699265,,,,RGfdspePd,2,3,1696147200,mokrov-pinto,FALSE
11699266,,,,GdKdsOoWd,1,3,1696147200,ji-qi-pan,FALSE
11699267,,,,HMIbsHtXd,2,3,1696154400,ferrarini-chehoudi,FALSE
11699268,,,,dDKcsYLWd,2,3,1696147200,falster-suviste,FALSE
11699269,,,,hfZcsVTqd,1,3,1696154400,leroux-hermassi,FALSE
11699270,,A,12,LdwbsoKnd,2,3,1696150800,pereira-barranco-cosano,FALSE
11699271,,WC,9,jwTsfnQb,2,3,1696163100,rocha-taberner,FALSE
11699272,,,,aBDsunEd,1,3,1696147200,schmitt-raman,FALSE
11699296,1,Q,,bQqcspbod,1,3,1696168500,sonobe-biolay,FALSE
11699334,,8,,gmBslxFc,2,3,1696254900,gigante-agamenone,FALSE
11699341,,,12,mZvsYNDc,2,3,1696159500,coulibaly-vatutin,FALSE
11699342,,5,,rfusXUM,1,3,1696152300,hoang-lamasine,FALSE
11699343,,,7,nXNsGTFb,2,3,1696147200,broom-wallart,FALSE
11699344,,4,A,gLFbsLkad,1,3,1696161600,debru-schell,FALSE
11699345,,,9,PPAbsElKb,1,3,1696154400,gobat-habib,FALSE
11699346,,3,WC,jCVshObd,1,3,1696147200,sabas-bellier,FALSE
11699347,,2,,dYwsKgMc,2,3,1696176000,kasnikowski-karlovskiy,FALSE
11699348,,,8,omzsicib,2,3,1696169700,bertola-poljak,FALSE
11699349,,WC,10,yEqsEGFd,2,3,1696182300,martin-de-schepper,FALSE
11699350,,A,11,RoLcsMEdd,2,3,1696166400,gea-bertrand,FALSE
11699351,,1,A,hMqsOCV,1,3,1696173300,liutarevich-vesely,FALSE
11699352,,6,A,caEbsOKDc,1,3,1696165200,fery-galloway,FALSE
11699361,2,Q,2,gcIbsnvOb,2,3,1696179600,draxl-grant,FALSE
11699386,2,1,8,MCvsOyU,1,3,1696189200,zarazua-townsend,FALSE
11699387,,1,,AousdOKc,1,3,1696165200,claverie-dutra-da-silva,FALSE
11699388,,WC,11,oGgsJtXd,2,3,1696165200,albieri-pereira,FALSE
11699389,,A,9,NNPbsgajc,1,3,1696165200,saraiva-dos-santos-klier-junior,FALSE
11699390,,A,10,YcgcsAlGc,1,3,1696185600,kuzuhara-gimenez,FALSE
11699391,,2,WC,WGncsetVd,2,3,1696171500,wendler-filho-boscardin-dias,FALSE
11699392,,4,A,VyUsYzY,1,3,1696179000,roveri-sidney-luz,FALSE
11699393,,3,WC,Xevcsxmwc,1,3,1696168800,bicknell-cury-bueres,FALSE
11699394,,A,7,McpsBlB,2,3,1696175100,sakamoto-zeballos,FALSE
11699395,,A,12,xwEsUzVb,2,3,1696179300,nusdeo-zormann,FALSE
11699396,,5,WC,BVGbsKtXd,1,3,1696175400,ono-alves,FALSE
11699397,,6,A,FnpsGuJb,1,3,1696185300,tosetto-mena,FALSE
11699398,,A,8,COwsUKgd,2,3,1696181100,schiessl-leite,FALSE
11699416,,,,ooFdsVGFd,2,3,1696181400,surdo-andrade-benedetti,FALSE
11699417,,,,BQDcscJGc,2,3,1696172400,acosta-cano,FALSE
11699418,,WC,,YHodsjNRd,1,3,1696172400,meneo-grandinetti,FALSE
11699419,,,WC,FnldsaHFd,1,3,1696181400,bianciotti-kurz-cardozo,FALSE
11699420,,,,YtbdsJPid,1,3,1696181400,eduarda-lages-sfilio,FALSE
11699421,,7,,AOicsQmDc,1,3,1696161600,leal-alarcon,FALSE
11699422,,,,FZysuZR,1,3,1696172400,vidal-toma,FALSE
11699423,,WC,,FvibsCNRd,,3,1696172400,messa-derdoy,TRUE
11699424,,,,immdsMtXd,2,3,1696181400,martinez-abbona-bia-bernardes,FALSE
11699425,,,10,EnldsLbGd,2,3,1696161600,aguilar-cardozo-correa-beguerie,FALSE
11699426,,,,qxqbsgAGb,2,3,1696181400,reayer-ramirez-mesina,FALSE
11699427,,6,,Mqocsgvid,2,3,1696161600,estevez-karakachian,FALSE
11699428,,WC,,DpBcsLtXd,1,3,1696181400,martaux-berta,FALSE
11699429,,,15,PqocsOpJd,2,3,1696172400,dedura-palomero-cundom,FALSE
11699430,,,,IEVsCOic,2,3,1696172400,salazar-bruna,FALSE
11699431,,,,qKGcsfnEd,2,3,1696161600,rajput-porras-buezo,FALSE
11699432,,WC,,dWudsKbGd,,3,1696161600,giovanniello-dadino,TRUE
11699433,,,WC,JVDcsaIod,1,3,1696172400,mastri-estevarena,FALSE
11699434,,,,EcecsoFbd,2,3,1696161600,greco-oliveira,FALSE
11699435,,,14,piccsIPGc,2,3,1696161600,vilicich-riva,FALSE
11699436,,,,GDkdsZmRd,2,3,1696161600,oberto-calleri-mariani,FALSE
11699437,,,9,iDwcsdQDc,1,3,1696161600,mouilleron-salvo-cigarran,FALSE
11699438,,2,,gJwbspvNb,1,3,1696181400,tenti-abde-celis,FALSE
11699439,,,11,BQGcsXNbd,2,3,1696161600,fagotti-simonit,FALSE
11699440,,5,,zcmdsZhnd,1,3,1696172400,ortiz-gamonal-ratti,FALSE
11699441,,1,,cKecsDDkd,1,3,1696161600,russo-barreiros-reyes,FALSE
11699442,,,16,kVbcsmoFd,2,3,1696172400,andreazzini-poj,FALSE
11699443,,,,xocbsgJqb,2,3,1696172400,ciurletti-lucero,FALSE
11699444,,WC,,qiIdszNRd,1,3,1696161600,zanuttini-oneill,FALSE
11699445,,,,dKGcsyRjd,1,3,1696172400,oliveira-torrales-tebes,FALSE
11699446,,,15,Ynedsmxid,2,3,1696172400,bueno-rodriguez,FALSE
11699447,,,,dvidsloFd,2,3,1696161600,sosa-burstein,FALSE
11699448,,,,ZGFdsfFQd,2,3,1696161600,norton-rodriguez,FALSE
11699449,,,WC,yYmdsjoFd,1,3,1696181400,graff-floris,FALSE
11699450,,,,dYmdsHmRd,2,3,1696181400,marquez-markus,FALSE
11699451,,,WC,oHwcsJlvd,2,3,1696161600,fernandez-diaz,FALSE
11699452,,,,PVLcsxDYc,1,3,1696161600,basel-hollender,FALSE
11699453,,,,BTodsZrId,2,3,1696172400,frutos-amarilla,FALSE
11699454,,4,,uRObsGxhd,2,3,1696161600,fernandez-falabella,FALSE
11699455,,,,dMUbsGnld,2,3,1696161600,matulovich-bermejo,FALSE
11699456,,WC,,rRjdspYmd,2,3,1696172400,guerrero-cereso,FALSE
11699457,,,13,TNbdsdObd,1,3,1696172400,martinez-de-dios,FALSE
11699458,,,,KTHdsBiId,1,3,1696172400,bibiloni-salinas,FALSE
11699459,,3,,iCebsoAzb,2,3,1696161600,bruna-ortiz,FALSE
11699460,,,12,niccsLoHd,2,3,1696172400,valente-gagliardo,FALSE
11699461,,,,kNHcspoFd,2,3,1696181400,obeid-rabin,FALSE
11699462,,,14,xJtdsLqFd,2,3,1696181400,gonzalez-daniele-moron,FALSE
11699463,,,,zmgcsUGFd,2,3,1696172400,serrano-karlau,FALSE
11699464,,WC,16,MbwcsLKod,1,3,1696172400,buslje-monferrer,FALSE
11699465,,,,WGcdsImRd,2,3,1696161600,rodero-contreras-san-martin-ramirez,FALSE
11699466,,8,,ZCwcsevid,1,3,1696172400,zeitune-hess,FALSE
11699809,,6,WC,PvibsDRUd,1,3,1696179600,burnett-gomez,FALSE
11699812,,A,9,hIycsTKIc,2,3,1696189200,quinn-mayo,FALSE
11699813,,5,,FUzbsoTmd,2,3,1696179600,basavareddy-langmo,FALSE
11699814,,,11,bXRsOQHb,1,3,1696179600,holmgren-cozbinov,FALSE
11699815,,,8,RxAsrkHc,1,3,1696185300,moller-kwiatkowski,FALSE
11699816,,A,7,jfNscRdb,1,3,1696191900,perez-kirchheimer,FALSE
11699817,,2,WC,mMCsVyKc,1,3,1696196100,rivera-mansouri,FALSE
11699818,,3,WC,VPRbsrZVb,2,3,1696185300,johns-kumar,FALSE
11699819,,1,,aQHbseLcc,2,3,1696202700,kingsley-holt,FALSE
11699820,,4,,NicbsURob,1,3,1696195500,zhu-ponwith,FALSE
11699821,,,10,vEBsvHRb,1,3,1696190100,chidekh-schnur,FALSE
11699822,,WC,12,QjHszYqd,,3,1696194000,svajda-escobedo,FALSE
11700010,,8,,MbIbsyPDc,1,3,1696204800,nicolas-thompson,FALSE
11700011,,5,,RvQcsbUjd,1,3,1696213800,dennehy-micic,FALSE
11700012,,7,,exIbsmULc,1,3,1696213800,markov-mcgiffin,FALSE
11700013,,,15,dXXbsNEEd,1,3,1696213800,sandhu-poulos,FALSE
11700014,,,10,TKUbsjyfc,1,3,1696213800,ryan-ziegann-bayldon,FALSE
11700015,,,10,DamdserXd,2,3,1696213800,chan-cvijanovic,FALSE
11700016,,,14,klgcsFlfd,1,3,1696204800,marinkov-hong-lin-fu,FALSE
11700017,,1,,BOKsJMgc,1,3,1696204800,birrell-wiersholm,FALSE
11700018,,6,,gbZsfULc,1,3,1696213800,howe-papac,FALSE
11700019,,,9,aCtbsOKLc,2,3,1696204800,fairclough-xiangruyi-ji,FALSE
11700020,,,14,iPXsKgnd,2,3,1696204800,kim-osafune,FALSE
11700021,,7,,XhKcsVXed,1,3,1696213800,viiala-crowther,FALSE
11700022,,8,,dNDbsDMgc,1,3,1696213800,oster-delaney-je,FALSE
11700023,,5,,qnLbsvwud,1,3,1696213800,babakian-tajima,FALSE
11700024,,,15,BlqdspnWd,2,3,1696204800,richards-chen-yu-lu,FALSE
11700025,,,16,CmTbsnnWd,2,3,1696204800,kose-hulme,FALSE
11700026,,3,,RUBbsxrKb,2,3,1696204800,talic-dumitru,FALSE
11700027,,4,,ggpcsRtXd,1,3,1696204800,kawane-lea-ma,FALSE
11700028,,,13,jlqdsgRHd,2,3,1696213800,elia-wang,FALSE
11700029,,6,,JBtcsLJZc,2,3,1696204800,gilheany-chilakalapudi,FALSE
11700030,,,13,vOXcsmwud,2,3,1696213800,santitto-nayar,FALSE
11700031,,,16,beudsnHFd,1,3,1696213800,korhonen-cui,FALSE
11700032,,4,,pdlcsIEQc,2,3,1696204800,cook-karpinski,FALSE
11700033,,3,,tjEsoHFd,1,3,1696213800,khan-eto,FALSE
11700034,,,9,ZUBbsirXd,2,3,1696213800,pese-fields,FALSE
11700035,,,11,HaEbsXBhc,2,3,1696204800,hasegawa-chikaraishi,FALSE
11700036,,2,,bCkcswJId,1,3,1696204800,katz-krish,FALSE
11700037,,1,,KdPsffZb,1,3,1696204800,fry-horvit,FALSE
11700038,,2,,kvLbsNjvd,1,3,1696204800,callaghan-ferguson,FALSE
11700039,,,12,DNBcsGamd,1,3,1696213800,yan-atturu,FALSE
11700040,,,12,BQZcsZmld,1,3,1696204800,vuglar-inoue,FALSE
11700041,,,11,EYGsuHEd,2,3,1696213800,vickery-bataljin,FALSE
11700066,,,11,HhEstpoc,2,3,1696159800,kardzhiev-deari,FALSE
11701137,,7,,uyfcsYhdd,1,3,1696244400,zelinskaya-cassani,FALSE
11701138,,,14,KJqcsHUHd,1,3,1696237200,shetty-singh,FALSE
11701139,,,11,ElqdsaVud,1,3,1696244400,smolenova-udina,FALSE
11701140,,6,,tbwcswGFd,1,3,1696237200,schaedel-moccia,FALSE
11701141,,,16,JrHbsthMb,2,3,1696244400,zheng-rachapudi,FALSE
11701142,,5,,qvhdsvcGd,2,3,1696237200,jumazhanova-ibrahim,FALSE
11701143,,8,,xFocsDPrd,1,3,1696244400,cembranos-lammas,FALSE
11701144,,4,,frNsUkRc,1,3,1696228200,veldman-zueva,FALSE
11701145,,3,,VBacsjWGc,2,3,1696228200,nikolenko-nava-elkin,FALSE
11701146,,2,,IgndsHnHd,1,3,1696228200,martellenghi-charles,FALSE
11701147,,,13,JLfcsCjVd,1,3,1696237200,yakovleva-medeghini,FALSE
11701148,,,12,rEGcsONbd,2,3,1696228200,havermans-peretti,FALSE
11701149,,,10,ciObsGcdc,2,3,1696237200,formella-yakimakho,FALSE
11701150,,,15,UpjbsBKtd,2,3,1696228200,drozd-stuart,FALSE
11701151,,,9,qyZcsWhId,1,3,1696237200,piskareva-massetti,FALSE
11701152,,1,,Ptddsaxfd,1,3,1696228200,bednarz-baratto,FALSE
11701154,,,,fEOsXwud,2,3,1696159800,vladimirov-shandarov,FALSE
11701155,,A,,mhCbsHXhc,1,3,1696149000,lalami-laaroussi-damas,FALSE
11701233,,,A,tOmbsjTtc,1,3,1696150800,junge-ilges-masic,FALSE
11701265,,,16,VTtcsxqUd,2,3,1696217400,goshima-nakashima,FALSE
11701266,,6,,ilvsZupc,1,3,1696217400,katsumi-hsieh,FALSE
11701267,,7,,wLNbsnymd,1,3,1696206600,matsuda-uchiyama,FALSE
11701268,,,14,oincsQOLd,2,3,1696206600,miyata-kato,FALSE
11701269,,3,,zNXbsLKbc,1,3,1696206600,shibata-naklo,FALSE
11701270,,2,WC,UGRbsVtXd,1,3,1696206600,tosaka-kozaki,FALSE
11701271,,4,,AVOscZfc,1,3,1696206600,nishimoto-saigo,FALSE
11701272,,5,,HoEdsZEMd,1,3,1696217400,tamura-nishimura,FALSE
11701273,,,9,zupcsgTJd,2,3,1696217400,kikawada-sato,FALSE
11701274,,WC,12,LNHcsFmFd,2,3,1696217400,tsuda-kondo,FALSE
11701275,,1,,UUlbsTzKd,1,3,1696206600,hiroshima-lee,FALSE
11701276,,,11,IaEbsryBc,2,3,1696206600,matsumoto-higashitani,FALSE
11701277,,8,,FCkbsJaEb,1,3,1696217400,nagata-furuya,FALSE
11701278,,WC,13,FadcsTtXd,2,3,1696217400,suzuki-ozeki,FALSE
11701279,,WC,10,oqXsUtXd,2,3,1696206600,kinoshita-hosonuma,FALSE
11701280,,WC,15,iGabsfPLd,2,3,1696217400,hirata-matsumoto,FALSE
11701281,,A,WC,KWecsEdKd,2,3,1696161600,vidunov-tasenkov,FALSE
11701298,,A,12,jHUsHXhc,2,3,1696237200,lalami-laaroussi-barroso-campos,FALSE
11701327,,11,,JPHbsVAuc,2,3,1696219200,mochizuki-tseng,FALSE
11701328,,WC,21,qjkcscOKc,2,3,1696227300,mccabe-xiao,FALSE
11701329,,3,7,jCVsGTFb,2,3,1696235400,broom-bellier,FALSE
11701330,,7,,ignbsnAqc,2,3,1696243500,palan-harris,FALSE
11701331,,9,,lZrsELGb,1,3,1696238700,hsu-zekic,FALSE
11701333,,2,,icAbsqNXb,1,3,1696230900,zakharov-kovacevic,FALSE
11701334,,4,,pnHsDdtc,1,3,1696219200,kachmazov-polmans,FALSE
11701335,,,18,cTqsrOG,2,3,1696219200,jasika-napolitano,FALSE
11701336,,,14,rPgsPCt,1,3,1696219200,uchiyama-donskoy,FALSE
11701337,,,24,urysNtpb,1,3,1696242600,sun-bolt,FALSE
11701338,,,15,WtAsFfTb,1,3,1696244400,zhukayev-jung,FALSE
11701339,,,13,rNusYAEb,2,3,1696228200,sinclair-li-tu,FALSE
11701340,,3,,lUpsDRwb,1,3,1696225200,haliak-duckworth,FALSE
11701341,,12,,CjOsEHzb,1,3,1696219200,kirkin-hong,FALSE
11701342,,,23,BxusjMN,1,3,1696226100,lock-giustino,FALSE
11701343,,WC,20,XqvsKnFd,2,3,1696233000,zhou-yevseyev,FALSE
11701344,,8,,mUpsqGcb,2,3,1696236900,nagal-saville,FALSE
11701345,,5,,qZmsEyjc,1,3,1696238700,atmane-moriya,FALSE
11701346,,,17,EbIsGOuc,1,3,1696243500,sekulic-uchida,FALSE
11701347,,10,,IKusWEpb,1,3,1696237200,tung-lin-wu-gerasimov,FALSE
11701348,,6,,eyLbsnkYb,2,3,1696242600,weber-shimabukuro,FALSE
11701349,,1,,xbGbscZUb,1,3,1696231800,hijikata-gengel,FALSE
11701350,,WC,19,BmTbsVNKc,2,3,1696222800,hanwen-li-sweeny,FALSE
11701351,,WC,22,YAosQvH,2,3,1696242600,hoang-nam-ly-diez,FALSE
11701352,,WC,16,IIgspyGb,2,3,1696237500,mu-kukushkin,FALSE
11701385,,WC,A,KbGdskuXd,1,3,1696161600,marot-giovanniello,FALSE
11701386,,5,,rfusElKb,2,3,1696235400,gobat-lamasine,FALSE
11701444,,5,9,RlhsiUZ,1,3,1696237200,cukierman-cox,FALSE
11701471,,,12,LdwbstLLc,2,3,1696237200,faria-barranco-cosano,FALSE
11701472,,3,10,AoIbsJgMb,2,3,1696237200,forti-squire,FALSE
11701473,,,11,xNDbsPGOc,1,3,1696237200,mikrut-sanchez-jover,FALSE
11701486,1,6,,nvJbshzCc,2,3,1696233600,mikaca-alkio,FALSE
11701487,2,,12,nAVbsEQMd,2,3,1696240200,lanisek-matos-sequeira-fernandes,FALSE
11701490,2,8,,wDDbslrac,1,3,1696248600,borodulina-bebic,FALSE
11701491,2,3,,WubdsTtdd,1,3,1696248300,ignjatic-slaba,FALSE
11701492,1,WC,16,NCHdsNoWd,2,3,1696233600,serban-inisan,FALSE
11701493,1,4,,RwbbsymQb,2,3,1696238400,voracek-pislak,FALSE
11701494,2,,9,tcecsVYTd,2,3,1696241400,vogt-munteanu,FALSE
11701495,2,1,,FbJbsPlUb,1,3,1696233600,sposetti-nylander-altelius,FALSE
11701496,1,,,NUbcsPunc,2,3,1696254600,zamberlani-krznaric,FALSE
11701497,1,,14,GPGcsqcGd,1,3,1696233600,polakovicova-nikcevic,FALSE
11701499,1,2,,aKqcsxoWd,1,3,1696243200,langlais-pochtovyk,FALSE
11701509,,4,,VBvsiCld,1,3,1696237200,gulin-damm,FALSE
11701521,,,,PutdsPWTd,2,3,1696231800,benson-shumsky,FALSE
11701522,,7,,bEOsAhLb,2,3,1696231800,baiant-milushev,FALSE
11701523,,6,,zOZbsjbVc,2,3,1696231800,schinteie-bueno-gil,FALSE
11701524,,3,,zewcsmRHc,1,3,1696228200,genov-aregger,FALSE
11701525,,,,czzsiBjd,2,3,1696228200,van-den-ham-shevkedov,FALSE
11701526,,5,,dEOslHOc,1,3,1696231800,bill-shandarov,FALSE
11701527,,2,,ojDdsrtGd,2,3,1696237200,marinov-chayka,FALSE
11701528,,,,PrDbskBVd,2,3,1696228200,iliescu-repkin,FALSE
11701529,,,9,XOfdsboWd,2,3,1696228200,norrman-meduri,FALSE
11701530,,,10,lcVcsAeed,1,3,1696237200,cattaneo-jakupi,FALSE
11701531,,8,,XyCbsECUd,2,3,1696228200,torcq-sakellaridis,FALSE
11701532,,,12,bKecsEObd,2,3,1696244400,mikkelsen-anand,FALSE
11701533,2,1,11,HhEsugDb,2,3,1696237200,vanta-deari,FALSE
11701534,,6,12,OKDcsYNDc,1,3,1696239900,coulibaly-fery,FALSE
11701535,,2,,BBlbsNOOc,1,3,1696243200,pokorny-echargui,FALSE
11701536,2,4,,uZpcsViLc,1,3,1696235400,laki-martial,FALSE
11701537,2,,10,bItswGZc,2,3,1696229700,mohamed-melnikova,FALSE
11701538,2,,16,VPUcsqjfd,1,3,1696248000,munk-mortensen-noel,FALSE
11701539,1,1,,qNLspYad,1,3,1696236600,deppner-grey,FALSE
11701540,2,,15,dxYbsdhMc,2,3,1696230000,psonka-dal,FALSE
11701541,2,2,,IlCbsqYad,1,3,1696229700,ntondele-zinga-morvayova,FALSE
11701542,2,3,WC,pWrcsZTqd,1,3,1696246800,soulie-kubka,FALSE
11701543,1,WC,13,ohrsJtWd,2,3,1696238400,ciocan-lizarazo,FALSE
11701544,1,,12,bEUbsaUqd,2,3,1696235400,ibragimova-elde,FALSE
11701555,2,6,12,gYadsHWqd,1,3,1696233000,lee-tatu,FALSE
11701556,2,2,13,UJgdsyrtd,1,3,1696239000,jamrichova-grechkina,FALSE
11701557,1,3,15,yzvsulod,1,3,1696240200,bartlett-muntean,FALSE
11701558,2,4,10,EcccsMwQc,2,3,1696233600,lipiec-dakovic,FALSE
11701559,1,5,,lxpcsMtGd,1,3,1696233600,solar-donoso-reami,FALSE
11701561,,1,9,jwTspcTb,1,3,1696246200,krutykh-taberner,FALSE
11701562,1,,15,JLhcsTmEd,2,3,1696249200,wirglerova-barnes,FALSE
11701563,2,,10,NCtcsrUud,2,3,1696251600,otzipka-heinzova,FALSE
11701565,1,6,,UuKsxaJc,1,3,1696242300,chekanskaya-christie,FALSE
11701605,,4,11,RoLcsLkad,2,3,1696244400,debru-bertrand,FALSE
11701606,2,5,9,uoysUnjc,2,3,1696239000,fossati-martin,FALSE
11701607,1,4,11,ZWQsLfGc,1,3,1696233600,caruso-reitano,FALSE
11701608,2,6,,ELhcsNiuc,1,3,1696240500,misasi-strauch,FALSE
11701609,2,7,16,VCRspZLb,1,3,1696241100,dessi-ricca,FALSE
11701610,1,,,hqHbsYEvc,2,3,1696239600,chvets-loccisano,FALSE
11701611,1,2,,bIJbskxFc,1,3,1696233600,marino-dellelba,FALSE
11701612,1,,,rwgsPKqc,2,3,1696240800,andaloro-de-bakker,FALSE
11701613,2,3,14,trwbseMUb,1,3,1696233600,di-natale-loccisano,FALSE
11701614,2,,,oePbspFmc,2,3,1696247100,picchione-gadamauri,FALSE
11701615,2,3,,quRbsZCcd,2,3,1696248000,piraino-rottoli,FALSE
11701616,2,1,WC,jfysdnGc,1,3,1696243200,pampanin-oliveira,FALSE
11701617,1,1,13,fcYbsGkqc,1,3,1696233600,la-vela-liucci,FALSE
11701626,2,5,WC,DDGcsVkrd,1,3,1696230000,boulard-radovanovic,FALSE
11701627,1,7,,XgisgpFb,2,3,1696251300,girard-ozgen,FALSE
11701631,2,,10,YDjbsffJd,2,3,1696245600,jarzaguet-calzi,FALSE
11701632,2,4,,AcmcsBGFd,2,3,1696244400,rocci-garcian,FALSE
11701633,2,3,16,oyZsmyQb,2,3,1696248900,bertimon-boureau,FALSE
11701634,2,6,15,PbvbsWYDd,1,3,1696236900,wallner-pierre,FALSE
11701635,2,WC,,TItdsMAMd,2,3,1696237200,vitter-colne,FALSE
11701640,,6,8,tPgsdyR,2,3,1696245300,dalla-valle-laaksonen,FALSE
11701643,1,WC,14,ZaIsmIrc,2,3,1696248000,elamin-zayed,FALSE
11701645,2,3,,DkLcsvtbd,1,3,1696254000,sharma-trochu,FALSE
11701646,2,1,,jqwcsxiGc,1,3,1696254900,pel-alhassani,FALSE
11701648,2,7,,tanbsmETd,1,3,1696248000,bortune-vujic,FALSE
11701651,,,9,vIospgRb,1,3,1696254000,ben-abdennibi-fufygin,FALSE
11701653,2,,13,hbLdsruXd,2,3,1696248000,bangargi-stephens,FALSE
11701655,2,,16,PdvcsygJd,2,3,1696248000,madhavan-shtengelov,FALSE
11701656,2,2,,NigcsRwuc,1,3,1696254600,sorensen-deschamps,FALSE
11701661,1,8,11,duusIwcc,1,3,1696244100,shin-parres-azcoitia,FALSE
11701662,1,7,14,vuDsoMYc,2,3,1696254900,lopez-martinez-bhatia,FALSE
11701666,,3,,MLUsywCc,1,3,1696241400,blanch-harris,FALSE
11701667,,A,,FvibsnWed,2,3,1696172400,bianchi-derdoy,FALSE
11701668,,1,A,Aousgajc,1,3,1696251600,saraiva-dos-santos-dutra-da-silva,FALSE
11701680,,,16,CXhsbAjd,2,3,1696233600,greco-klaffner,FALSE
11701681,,,13,jaFbsibJc,2,3,1696233600,la-cagnina-carbonaro,FALSE
11701682,,,15,kGncsvXYc,2,3,1696233600,teodosescu-alvisi,FALSE
11701683,,,14,NTkcsocVc,2,3,1696237200,urgesi-paterno,FALSE
11701684,,,12,czqcsebBc,1,3,1696233600,kozakova-mintegi-del-olmo,FALSE
11701689,,1,10,kLysnpI,2,3,1696242000,santillan-caruso,FALSE
11701697,1,4,10,HyAsgeqc,1,3,1696246500,jorge-lazaro-garcia,FALSE
11701698,1,2,15,AuDbsRDDb,2,3,1696237200,kanev-hoste-ferrer,FALSE
11701699,2,,11,ZvQsFkob,1,3,1696242300,seibold-jokic,FALSE
11701700,1,1,16,ieBbsMadc,1,3,1696237200,amariei-portillo-ramirez,FALSE
11701701,2,3,12,RdebswmEb,1,3,1696236900,maristany-zuleta-de-reales-rame,FALSE
11701702,,4,11,XKccsGwYc,1,3,1696233600,lanik-puskar,FALSE
11701703,,5,WC,xoIbskWed,1,3,1696233600,hausberger-zahraj,FALSE
11701704,,,11,qEGcsWEDd,1,3,1696233600,firman-odorizzi,FALSE
11701705,,,15,vRtcskqHd,2,3,1696244400,kargina-junge-ilges,FALSE
11701706,,3,12,MbPsCjuc,2,3,1696233600,carnevalle-panak,FALSE
11701707,,6,,PiBbsDugd,1,3,1696244400,sopkova-traversi,FALSE
11701708,,3,,TkRstOmb,2,3,1696233600,masic-vojcinakova,FALSE
11701709,,,10,BCacsFwYc,2,3,1696233600,michalik-zund,FALSE
11701710,,8,14,kRHcstlcd,1,3,1696233600,simundza-kupcic,FALSE
11701711,,2,14,uKIcsOjbd,1,3,1696235400,balus-semenistaja,FALSE
11701712,,6,9,GawcsoTfd,1,3,1696233600,fix-malgiaritta,FALSE
11701713,,8,12,bXcdsQBkd,2,3,1696244400,ionescu-slavikova,FALSE
11701714,,1,13,EJpdsvutd,2,3,1696233600,mikovic-agwi,FALSE
11701715,,7,9,akEcsQzjd,2,3,1696240800,bulat-vanik,FALSE
11701716,,,15,GMrcsCItd,2,3,1696233600,jeran-dimic,FALSE
11701717,,,12,ghndsYLWd,1,3,1696233600,falster-rathi,FALSE
11701718,,,13,vKIcsHjDd,1,3,1696233600,haddad-roots,FALSE
11701719,,7,,kCZbsYdmc,1,3,1696233600,osabuohien-rojas,FALSE
11701720,,,15,QEqdsXftd,2,3,1696233600,soares-kalina,FALSE
